taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	ANI Cluster ID	IMG Release/Pipeline Version	NCBI Taxon ID	Strain	Genome Size   * assembled	Gene Count   * assembled	
2706796721	Viruses	Permanent Draft	Lactococcus phage P092 RefSeq Genome	Lactococcus phage P092	University of Copenhagen	2706796721	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Siphoviridae	unclassified	Lactococcus phage P092	0	0	1476887	P092	53513	76	
638276435	Viruses	Finished	Mulard duck circovirus	Mulard duck circovirus	Robert Koch Institute (RKI)	638276435	ssDNA viruses	Arfiviricetes	Cirlivirales	Circoviridae	Circovirus	Duck circovirus	0	IMG/W 2.0	232802		1996	2	
2738542532	Viruses	Permanent Draft	Redefining the invertebrate RNA virosphere	Beihai levi-like virus 23 BHJP62133	BGI Tech Solutions Co., Ltd.	2738542532	ssRNA (+) viruses	unclassified	unclassified	unclassified	unclassified	Beihai levi-like virus 23	0	0	1922409	BHJP62133	3701	3	
638276102	Viruses	Finished	Goose circovirus	Goose circovirus	Queen's University Belfast	638276102	ssDNA viruses	Arfiviricetes	Cirlivirales	Circoviridae	Circovirus	Goose circovirus	0	IMG/W 2.0	146032		1821	4	
2757320872	Viruses	Permanent Draft	Genome sequencing of Lake Sinai virus 2	Lake Sinai virus 2	Commonwealth Scientific and Industrial Research Organisation (CSIRO)	2757320872	ssRNA viruses	Magsaviricetes	Nodamuvirales	Sinhaliviridae	Sinaivirus	Lake Sinai virus 2	0	0	1041831		5911	3	
2738541411	Viruses	Permanent Draft	Redefining the invertebrate RNA virosphere	Sanxia atyid shrimp virus 1 SXXX35475	BGI Tech Solutions Co., Ltd.	2738541411	ssRNA (+) viruses	unclassified	unclassified	unclassified	unclassified	Sanxia atyid shrimp virus 1	0	0	1923355	SXXX35475	11157	5	
2595698601	Viruses	Finished	Mycobacterium phages genome sequencing - Pittsburgh Bacteriophage Institute, University of Pittsburgh, USA	Mycobacterium phage SDcharge11	University of Pittsburgh	2595698601	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Siphoviridae	Pegunavirus	Mycobacterium virus Soto	0	0	1327775		67702	100	
2706795763	Viruses	Permanent Draft	Mycobacterium phage Dante RefSeq Genome	Mycobacterium phage Dante	Department of Biology, Gettysburg College	2706795763	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Siphoviridae	Cheoctovirus	Mycobacterium phage Dante	0	0	1698357	Dante	59652	105	
2706795033	Viruses	Finished	Verrucomicrobia phage P8625	Verrucomicrobia phage P8625	Chunlab, Inc	2706795033	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unclassified	unclassified	0	0	10699	P8625	32894	52	
2738541898	Viruses	Permanent Draft	Redefining the invertebrate RNA virosphere	Hubei partiti-like virus 45 WHYY15874	BGI Tech Solutions Co., Ltd.	2738541898	dsRNA viruses	unclassified	unclassified	unclassified	unclassified	Hubei partiti-like virus 45	0	0	1923053	WHYY15874	1443	1	
642483496	Viruses	Finished	Streptococcus phage 858	Streptococcus virus 858	CHU de Quebec - Universite Laval	642483496	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Siphoviridae	Brussowvirus	Streptococcus virus 858	0	IMG/W 2.6	459845		35543	46	
645044581	Viruses	Finished	Midway virus	Midway virus	Washington University in St. Louis	645044581	ssRNA viruses	Monjiviricetes	Mononegavirales	Nyamiviridae	Nyavirus	Midway nyavirus	0	IMG/W 3.0	644609		11752	6	
2597490331	Viruses	Finished	Morelia spilota papillomavirus 1	Morelia spilota papillomavirus 1	University of Zurich	2597490331	dsDNA viruses, no RNA stage	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyomupapillomavirus	Dyomupapillomavirus 1	0	0	1081054		7048	6	
638275649	Viruses	Finished	Black queen cell virus	Black queen cell virus	University of the Western Cape	638275649	ssRNA viruses	Pisoniviricetes	Picornavirales	Dicistroviridae	Triatovirus	Black queen cell virus	0	IMG/W 2.0	92395		8550	2	
2700988985	Viruses	Permanent Draft	Genomic diversity in European Spodoptera exigua multiple nucleopolyhedrovirus isolates - University of Tours	Spodoptera exigua multiple nucleopolyhedrovirus HT-SeG24	University of Tours	2700988985	unclassified	Naldaviricetes	Lefavirales	Baculoviridae	Alphabaculovirus	Spodoptera exigua multiple nucleopolyhedrovirus	0	0	10454	HT-SeG24	135292	137	
2765235950	Viruses	Permanent Draft	Genome sequencing of Lisianthus enation leaf curl virus	Lisianthus enation leaf curl virus	National Chung Hsing University	2765235950	ssDNA viruses	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Lisianthus enation leaf curl virus	0	0	1740165		2759	6	
2706796198	Viruses	Permanent Draft	Palaemonetes intermedius brackish grass shrimp associated circular virus RefSeq Genome	Palaemonetes intermedius brackish grass shrimp associated circular virus I0059	University of South Florida	2706796198	ssDNA viruses	Arfiviricetes	Cirlivirales	Circoviridae	unclassified	Palaemonetes intermedius brackish grass shrimp associated circular virus	0	0	1692257	I0059	2293	2	
651703040	Viruses	Finished	Enterobacteria phage SPC35	Salmonella virus SPC35	Seoul National University	651703040	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Salmonella virus SPC35	0	IMG/W 3.5	977927		118351	169	
642973626	Viruses	Finished	Staphylococcus virus IPLA35	Staphylococcus virus IPLA35	Instituto de Productos L?cteos de Asturias (IPLA-CSIC), Spain	642973626	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Siphoviridae	Triavirus	Staphylococcus virus IPLA35	0	IMG/W 2.8	575610		45344	62	
638275739	Viruses	Finished	Capra hircus papillomavirus 1	Capra hircus papillomavirus 1	University of Leuven ? KU Leuven	638275739	dsDNA viruses, no RNA stage	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Phipapillomavirus	Phipapillomavirus 1	0	IMG/W 2.0	338903		7542	7	
2595698988	Viruses	Permanent Draft	Enterovirus F	Enterovirus F	Friedrich Schiller University of Jena	2595698988	ssRNA viruses	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus F	0	0	1330520		7397	1	
2606217114	Viruses	Permanent Draft	Prochlorococcus phage Sequencing -  Broad Institute	Prochlorococcus phage P-SSP10	Broad Institute	2606217114	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Autographiviridae	Tangaroavirus	Prochlorococcus virus PSSP10	0	0	885867		47325	61	
638276553	Viruses	Finished	Papaya leaf curl virus betasatellite	Papaya leaf curl virus betasatellite	Indian Agricultural Research Institute	638276553	Satellites	unclassified	unclassified	Tolecusatellitidae	Betasatellite	Papaya leaf curl betasatellite	0	IMG/W 2.0	714640		1372	1	
645044610	Viruses	Finished	Triticum mosaic virus	Triticum mosaic virus	USDA-ARS	645044610	ssRNA viruses	Stelpaviricetes	Patatavirales	Potyviridae	Poacevirus	Triticum mosaic virus	0	IMG/W 3.0	431317		10282	1	
2595698297	Viruses	Finished	Castor canadensis papillomavirus type 1	Castor canadensis papillomavirus type 1	Washington State University	2595698297	dsDNA viruses, no RNA stage	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyosigmapapillomavirus	Dyosigmapapillomavirus 1	0	0	1352235		7435	5	
2738541540	Viruses	Permanent Draft	Redefining the invertebrate RNA virosphere	Shuangao partiti-like virus 1 mosZJ25114	BGI Tech Solutions Co., Ltd.	2738541540	dsRNA viruses	unclassified	unclassified	unclassified	unclassified	Shuangao partiti-like virus 1	0	0	1923472	mosZJ25114	1269	1	
2595698308	Viruses	Finished	Tomato mottle mosaic virus	Tomato mottle mosaic virus	U.S. Department of Agriculture, Agricultural Research Service 	2595698308	ssRNA viruses	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	Tomato mottle mosaic virus	0	0	1391702		6398	4	
2757320621	Viruses	Permanent Draft	Genome sequencing of San Bernardo virus	San Bernardo virus	University of Texas Medical Branch	2757320621	unclassified viruses	unclassified	unclassified	unclassified	unclassified	San Bernardo virus	0	0	1955199		9748	3	
2757320725	Viruses	Permanent Draft	Genome sequencing of Ceratobasidium endornavirus B	Ceratobasidium endornavirus B	Murdoch University	2757320725	dsRNA viruses	Alsuviricetes	Martellivirales	Endornaviridae	unclassified	Ceratobasidium endornavirus B	0	0	1908807		23635	2	
2706796781	Viruses	Permanent Draft	Changping Tick Virus 3 RefSeq Genome	Changping Tick Virus 3 CP1-3	Chinese Center for Disease Control and Prevention (China CDC)	2706796781	ssRNA viruses	unclassified	unclassified	unclassified	unclassified	Changping Tick Virus 3	0	0	1608045	CP1-3	9527	2	
643677418	Viruses	Finished	Euproctis pseudoconspersa nucleopolyhedrovirus	Euproctis pseudoconspersa nucleopolyhedrovirus	Zhejiang University	643677418	dsDNA viruses, no RNA stage	Naldaviricetes	Lefavirales	Baculoviridae	Alphabaculovirus	Euproctis pseudoconspersa nucleopolyhedrovirus	0	IMG/W 2.9	307467		141291	139	
2706795170	Viruses	Permanent Draft	Alfalfa latent virus RefSeq Genome	Alfalfa latent virus ATCC PV-264	USDA-ARS	2706795170	ssRNA viruses	Alsuviricetes	Tymovirales	Betaflexiviridae	Carlavirus	Pea streak virus	0	0	165250	ATCC PV-264	8041	5	
2706795665	Viruses	Permanent Draft	Polaribacter phage P12002S RefSeq Genome	Polaribacter phage P12002S	Inha University	2706795665	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Siphoviridae	Incheonvrus	Polaribacter virus P12002S	0	0	1647387	P12002S	49847	86	
2706796035	Viruses	Permanent Draft	Mycobacterium phage Theia RefSeq Genome	Mycobacterium phage Theia	University of North Texas	2706796035	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacterium phage Theia	0	0	1718172	Theia	50999	88	
2609459784	Viruses	Permanent Draft	Vibrio phage PWH3a-P1	Vibrio phage PWH3a-P1	Broad Institute	2609459784	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Myoviridae	unclassified	Vibrio phage PWH3a-P1	0	0	754058		129155	216	
2595698843	Viruses	Finished	Canine bocavirus	Canine bocavirus	Columbia University	2595698843	ssDNA viruses	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Canine bocavirus	0	0	1108949		5413	4	
638276705	Viruses	Permanent Draft	Rhizoctonia solani virus 717	Rhizoctonia solani virus 717	University of Maine	638276705	dsRNA viruses	Duplopiviricetes	Durnavirales	Partitiviridae	Betapartitivirus	Rhizoctonia solani virus 717	0	IMG/W 2.0	46618		4569	2	
2706795174	Viruses	Permanent Draft	Mulberry badnavirus 1 RefSeq Genome	Mulberry badnavirus 1 Lebanon34	Istituto di virologia vegetale (IVV), Italy	2706795174	Retro-transcribing viruses	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	Mulberry badnavirus 1	0	0	1227557	Lebanon34	6945	2	
2706795564	Viruses	Permanent Draft	Fisavirus 1 RefSeq Genome	Fisavirus 1 HAL1	ANTSZ Baranya County Institute of State Public Health Service	2706795564	ssRNA viruses	unclassified	unclassified	unclassified	unclassified	Fisavirus 1	0	0	1574287	HAL1	8712	1	
2757321094	Viruses	Permanent Draft	Genome sequencing of Giant panda associated virus	Giant panda associated gemycircularvirus	Jiangsu University	2757321094	ssDNA viruses	Repensiviricetes	Geplafuvirales	Genomoviridae	Gemycircularvirus	Giant panda associated gemycircularvirus	0	0	2016461		2185	3	
651703047	Viruses	Finished	Fowl adenovirus C	Fowl adenovirus C	University of Guelph	651703047	dsDNA viruses, no RNA stage	Tectiliviricetes	Rowavirales	Adenoviridae	Aviadenovirus	Fowl aviadenovirus C	0	IMG/W 3.5	190063		43804	38	
2738542114	Viruses	Permanent Draft	Redefining the invertebrate RNA virosphere	Hubei zhaovirus-like virus 2 WHBL71389	BGI Tech Solutions Co., Ltd.	2738542114	RNA viruses	unclassified	unclassified	unclassified	unclassified	Hubei zhaovirus-like virus 2	0	0	1923345	WHBL71389	5682	2	
2595698768	Viruses	Finished	In vivo efficacy of therapeutic bacteriophages - Institut Pasteur, France	Pseudomonas phage CHA_P1	Institut Pasteur	2595698768	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Myoviridae	Nankokuvirus	Pseudomonas virus PAKP3	0	0	1327965		88255	166	
638276592	Viruses	Finished	Pepper leaf curl Bangladesh virus	Pepper leaf curl Bangladesh virus	AVRDC - The World Vegetable Center	638276592	ssDNA viruses	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Pepper leaf curl Bangladesh virus	0	IMG/W 2.0	223305		2753	6	
2706796610	Viruses	Permanent Draft	Salmonella phage LSPA1 RefSeq Genome	Salmonella phage LSPA1	Kunming University of Science and Technology	2706796610	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Siphoviridae	Jerseyvirus	Salmonella virus LSPA1	0	0	1540823	LSPA1	41880	58	
2700988933	Viruses	Permanent Draft	Citrobacter phage CR8	Citrobacter phage CR8	National Center for Biotechnology Information (NCBI), Wellcome Trust Sanger Institute	2700988933	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Autographiviridae	Caroctavirus	Citrobacter virus CR8	0	0	1455076		39651	57	
638276286	Viruses	Permanent Draft	Influenza B virus	Influenza B virus	National Institute of Infectious Diseases, Japan	638276286	ssRNA viruses	Insthoviricetes	Articulavirales	Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	0	IMG/W 2.0	11520		14452	11	
638276202	Viruses	Finished	Enterovirus A	Enterovirus A	National Institute for Health and Welfare	638276202	ssRNA viruses	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus A	0	IMG/W 2.0	138948		7413	1	
2595698771	Viruses	Finished	Lagos bat virus	Lagos bat virus	Institut Pasteur	2595698771	ssRNA viruses	unclassified	unclassified	unclassified	Lyssavirus	Lagos bat lyssavirus	0	0	38766		12016	5	
638276532	Viruses	Finished	Orf virus	Orf virus	U.S. Department of Agriculture, Agricultural Research Service	638276532	dsDNA viruses, no RNA stage	Pokkesviricetes	Chitovirales	Poxviridae	Parapoxvirus	Orf virus	0	IMG/W 2.0	10258		139962	130	
2738542338	Viruses	Permanent Draft	Redefining the invertebrate RNA virosphere	Wenzhou hepe-like virus 2 WZFSL85851	BGI Tech Solutions Co., Ltd.	2738542338	ssRNA (+) viruses	unclassified	unclassified	unclassified	unclassified	Wenzhou hepe-like virus 2	0	0	1923565	WZFSL85851	7652	2	
2706795512	Viruses	Permanent Draft	Gyrovirus GyV7-SF RefSeq Genome	Gyrovirus GyV7-SF	Blood Systems Research Institute (BSRI)	2706795512	ssDNA viruses	unclassified	unclassified	Anelloviridae	Gyrovirus	Gyrovirus GyV7-SF	0	0	1548711	GyV7-SF	2439	3	
2757320808	Viruses	Permanent Draft	Genome sequencing of Reed chlorotic stripe virus	Reed chlorotic stripe virus	China Agricultural University	2757320808	ssRNA viruses	Stelpaviricetes	Patatavirales	Potyviridae	unclassified	Reed chlorotic stripe virus	0	0	1959287		9426	1	
2738542772	Viruses	Permanent Draft	Redefining the invertebrate RNA virosphere	Beihai tombus-like virus 12 BHTSS17936	BGI Tech Solutions Co., Ltd.	2738542772	ssRNA (+) viruses	unclassified	unclassified	unclassified	unclassified	Beihai tombus-like virus 12	0	0	1922715	BHTSS17936	6097	5	
2703719071	Viruses	Permanent Draft	Ageratum yellow vein China alphasatellite	Ageratum yellow vein China alphasatellite	Guangdong Academy of Agricultural Sciences, National Center for Biotechnology Information (NCBI)	2703719071	Satellites	unclassified	unclassified	Alphasatellitidae	Colecusatellite	Ageratum yellow vein China alphasatellite	0	0	1454227		1365	1	
2773857873	Viruses	Permanent Draft	Whole Genome Sequence of Siphoviridae Phages Infecting Clostridium difficile	Clostridium phage phiMMP03	Institut Pasteur	2773857873	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Myoviridae	Lubbockvirus	Clostridium phage phiMMP03	0	0	1582157	phiMMP03	52261	93	
2588253595	Viruses	Finished	Grapevine deformation virus	Grapevine deformation virus	Istituto agronomico mediterraneo Bari, Italy	2588253595	ssRNA viruses	Pisoniviricetes	Picornavirales	Secoviridae	Nepovirus	Grapevine deformation virus	0	0	233784		11139	2	
2738541800	Viruses	Permanent Draft	Redefining the invertebrate RNA virosphere	Wuchang Cockraoch Virus 1 WCZL-5	BGI Tech Solutions Co., Ltd.	2738541800	ssRNA viruses	Ellioviricetes	Bunyavirales	Phasmaviridae	Orthophasmavirus	Wuchang cockroach orthophasmavirus 1	0	0	1608097	WCZL-5	10937	3	
641201050	Viruses	Finished	Crocodilepox virus	Crocodilepox virus	U.S. Department of Agriculture, Agricultural Research Service	641201050	dsDNA viruses, no RNA stage	Pokkesviricetes	Chitovirales	Poxviridae	unclassified	Crocodilepox virus	0	IMG/W 2.4	368445		190054	173	
2738541536	Viruses	Permanent Draft	Redefining the invertebrate RNA virosphere	Hubei picorna-like virus 62 spider133936	BGI Tech Solutions Co., Ltd.	2738541536	ssRNA (+) viruses	unclassified	unclassified	unclassified	unclassified	Hubei picorna-like virus 62	0	0	1923145	spider133936	8840	1	
2706795945	Viruses	Permanent Draft	Gordonia phage genome sequencing - University of Pittsburgh	Gordonia phage Guacamole	University of Pittsburgh	2706795945	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Siphoviridae	unclassified	Gordonia phage Guacamole	0	0	1821553	Guacamole	49894	78	
2706795434	Viruses	Permanent Draft	Vibrio phage X29 RefSeq Genome	Vibrio phage X29	University of Nottingham	2706795434	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Myoviridae	unclassified	Vibrio phage X29	0	0	1500713	X29	41569	67	
638276759	Viruses	Permanent Draft	Sclerophthora macrospora virus A	Sclerophthora macrospora virus A	University of Tokyo	638276759	ssRNA viruses	unclassified	unclassified	unclassified	unclassified	Sclerophthora macrospora virus A	0	IMG/W 2.0	191289		5886	3	
2706796791	Viruses	Permanent Draft	Fusarium poae dsRNA virus 2 RefSeq Genome	Fusarium poae dsRNA virus 2 SX63	Chinese Academy of Agricultural Sciences	2706796791	dsRNA viruses	unclassified	unclassified	unclassified	unclassified	Fusarium poae dsRNA virus 2	0	0	1848042	SX63	9518	2	
2706795420	Viruses	Permanent Draft	Pseudomonas phage vB_PaeS_PAO1_Ab18 RefSeq Genome	Pseudomonas phage vB_PaeS_PAO1_Ab18	University of Paris-Sud	2706795420	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Siphoviridae	Abidjanvirus	Pseudomonas virus Ab18	0	0	1548905	Ab18	56537	76	
2606217119	Viruses	Permanent Draft	Cyanophage P-SS1	Cyanophage P-SS1	Broad Institute	2606217119	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unclassified	Cyanophage P-SS1	0	0	889957		178284	223	
2757321070	Viruses	Permanent Draft	Genome sequencing of Lucheng Rn rat coronavirus	Lucheng Rn rat coronavirus	National Institute for Communicable Disease Control and Prevention, China CDC	2757321070	ssRNA viruses	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Lucheng Rn rat coronavirus	0	0	1508224		28763	5	
641201335	Viruses	Finished	Staphylococcus phage PH15	Staphylococcus phage PH15	Rockefeller University	641201335	dsDNA viruses, no RNA stage	Caudoviricetes	Caudovirales	Siphoviridae	Rockefellervirus	Staphylococcus virus PH15	0	IMG/W 2.4	399185		44041	68	
